Kanal,Datum,Bestellungen,Umsatz,RE1_abs,RE1_rel,AvgWarenkorbwert,AnzahlArtikelproWarenkorb
teufel-ebay,2018-05-12,49,2639.89,740.76,0.280603,53.875306,1.0204
teufel-ebay,2018-05-13,71,4223.57,1466.68,0.347261,59.486901,1.1127
teufel-ebay,2018-05-14,77,4688.29,1745.01,0.372206,60.886883,1.1299
teufel-ebay,2018-05-15,80,4962.79,1526.01,0.307490,62.034875,1.0250
teufel-ebay,2018-05-16,84,5846.07,2428.87,0.415471,69.596071,1.1310
teufel-ebay,2018-05-17,48,3192.37,1075.35,0.336850,66.507708,1.0833
teufel-ebay,2018-05-18,44,2774.98,929.86,0.335087,63.067727,1.0682
teufel-ebay,2018-05-19,24,1405.35,420.74,0.299384,58.556250,1.0000
teufel-ebay,2018-05-20,42,2167.24,587.31,0.270994,51.600952,1.0238
teufel-ebay,2018-05-21,70,3460.86,1048.95,0.303089,49.440857,1.0857
teufel-ebay,2018-05-22,64,5002.71,1684.53,0.336723,78.167344,1.1250
teufel-ebay,2018-05-23,69,4928.69,1608.70,0.326395,71.430290,1.0725
teufel-ebay,2018-05-24,65,4206.53,1262.46,0.300119,64.715846,1.0462
teufel-ebay,2018-05-25,48,3294.68,1028.01,0.312021,68.639167,1.1458
teufel-ebay,2018-05-26,39,2495.63,744.63,0.298374,63.990513,1.0256
teufel-ebay,2018-05-27,53,3576.71,1350.38,0.377548,67.485094,1.1132
teufel-ebay,2018-05-28,68,4564.66,1443.95,0.316332,67.127353,1.0735
teufel-ebay,2018-05-29,63,4996.71,2306.55,0.461614,79.312857,1.1587
teufel-ebay,2018-05-30,57,3100.41,969.10,0.312572,54.393158,1.0175
teufel-ebay,2018-05-31,69,3714.71,1109.72,0.298737,53.836377,1.0290
teufel-ebay,2018-06-01,46,3479.77,1263.98,0.363237,75.647174,1.0652
teufel-ebay,2018-06-02,32,1753.32,493.68,0.281569,54.791250,1.0313
teufel-ebay,2018-06-03,63,3336.89,1007.67,0.301979,52.966508,1.0000
teufel-ebay,2018-06-04,70,4510.77,1394.48,0.309145,64.439571,1.0714
teufel-ebay,2018-06-05,71,4445.98,1683.76,0.378715,62.619437,1.1268
teufel-ebay,2018-06-06,85,7654.28,2589.83,0.338351,90.050353,1.1059
teufel-ebay,2018-06-07,74,4875.98,1677.06,0.343943,65.891622,1.1081
teufel-ebay,2018-06-08,54,3641.12,1113.42,0.305791,67.428148,1.0370
teufel-ebay,2018-06-09,49,2339.08,728.02,0.311242,47.736327,1.0408
teufel-ebay,2018-06-10,62,3191.80,1122.19,0.351585,51.480645,1.0645
teufel-ebay,2018-06-11,85,5725.35,1851.06,0.323309,67.357059,1.0588
teufel-ebay,2018-06-12,63,4432.87,1616.67,0.364701,70.363016,1.0952
teufel-ebay,2018-06-13,59,3369.09,1022.05,0.303361,57.103220,1.0339
teufel-ebay,2018-06-14,46,2986.91,904.52,0.302828,64.932826,1.0435
teufel-ebay,2018-06-15,49,3684.88,1161.99,0.315340,75.201633,1.0612
teufel-ebay,2018-06-16,41,2384.92,716.56,0.300455,58.168780,1.0244
teufel-ebay,2018-06-17,53,2900.07,833.66,0.287462,54.718302,1.0189
teufel-ebay,2018-06-18,74,6173.90,2093.65,0.339113,83.431081,1.1216
teufel-ebay,2018-06-19,69,4904.26,1587.07,0.323610,71.076232,1.0580
teufel-ebay,2018-06-20,66,4736.70,1815.71,0.383328,71.768182,1.0152
teufel-ebay,2018-06-21,49,3302.09,1264.34,0.382891,67.389592,1.0408
teufel-ebay,2018-06-22,46,3159.11,1216.92,0.385210,68.676304,1.0000
teufel-ebay,2018-06-23,40,1480.10,528.42,0.357016,37.002500,1.0250
teufel-ebay,2018-06-24,45,2725.73,1283.98,0.471059,60.571778,1.1111
teufel-ebay,2018-06-25,75,4879.68,1692.86,0.346920,65.062400,1.0000
teufel-ebay,2018-06-26,73,4471.33,1357.15,0.303523,61.251096,1.0685
teufel-ebay,2018-06-27,60,3628.92,1183.87,0.326232,60.482000,1.0833
teufel-ebay,2018-06-28,68,3564.98,1104.71,0.309878,52.426176,1.0294
teufel-ebay,2018-06-29,42,1807.23,631.42,0.349386,43.029286,1.0714
teufel-ebay,2018-06-30,39,2214.81,639.59,0.288779,56.790000,1.0513
teufel-ebay,2018-07-01,60,4306.08,1312.72,0.304853,71.768000,1.0833
teufel-ebay,2018-07-02,70,3645.85,1063.93,0.291819,52.083571,1.0286
teufel-ebay,2018-07-03,67,4228.16,1224.11,0.289514,63.106866,1.0299
teufel-ebay,2018-07-04,69,4482.60,1637.12,0.365217,64.965217,1.1304
teufel-ebay,2018-07-05,61,3546.04,1220.32,0.344136,58.131803,1.0656
teufel-ebay,2018-07-06,50,3289.71,992.27,0.301628,65.794200,1.0000
teufel-ebay,2018-07-07,43,2288.52,737.96,0.322462,53.221395,1.0930
teufel-ebay,2018-07-08,50,2500.30,808.68,0.323433,50.006000,1.0800
teufel-ebay,2018-07-09,80,4648.73,1298.24,0.279268,58.109125,1.0625
teufel-ebay,2018-07-10,60,3575.82,1055.63,0.295213,59.597000,1.0667
teufel-ebay,2018-07-11,74,4395.30,1478.70,0.336428,59.395946,1.0405
teufel-ebay,2018-07-12,63,3905.23,1251.34,0.320427,61.987778,1.0952
teufel-ebay,2018-07-13,52,3345.34,999.27,0.298705,64.333462,1.0577
teufel-ebay,2018-07-14,40,2725.94,946.53,0.347231,68.148500,1.1000
teufel-ebay,2018-07-15,36,1989.51,609.37,0.306291,55.264167,1.0556
teufel-ebay,2018-07-16,77,4835.49,1612.86,0.333546,62.798571,1.0390
teufel-ebay,2018-07-17,71,4387.06,1286.74,0.293303,61.789577,1.0563
teufel-ebay,2018-07-18,57,3203.29,1002.55,0.312975,56.198070,1.0351
teufel-ebay,2018-07-19,64,3434.73,1139.08,0.331636,53.667656,1.1094
teufel-ebay,2018-07-20,47,3065.62,810.03,0.264230,65.225957,1.0426
teufel-ebay,2018-07-21,32,1871.01,598.07,0.319651,58.469063,1.0625
teufel-ebay,2018-07-22,64,4338.40,1410.54,0.325129,67.787500,1.1250
teufel-ebay,2018-07-23,89,5956.03,1837.50,0.308511,66.921685,1.0449
teufel-ebay,2018-07-24,63,3784.62,1119.61,0.295832,60.073333,1.0317
teufel-ebay,2018-07-25,73,4319.29,1335.61,0.309220,59.168356,1.0548
teufel-ebay,2018-07-26,59,3357.14,955.08,0.284492,56.900678,1.1186
teufel-ebay,2018-07-27,52,3407.72,1033.92,0.303405,65.533077,1.0385
teufel-ebay,2018-07-28,46,2610.33,763.79,0.292603,56.746304,1.0217
teufel-ebay,2018-07-29,74,3307.35,930.88,0.281458,44.693919,1.0541
teufel-ebay,2018-07-30,97,6324.79,1957.20,0.309449,65.204021,1.0722
teufel-ebay,2018-07-31,76,4588.26,1475.38,0.321555,60.371842,1.0658
teufel-ebay,2018-08-01,76,4062.52,1339.74,0.329781,53.454211,1.0526
teufel-ebay,2018-08-02,68,3936.40,1394.40,0.354232,57.888235,1.0441
teufel-ebay,2018-08-03,44,2084.18,665.54,0.319329,47.367727,1.0227
teufel-ebay,2018-08-04,49,2859.17,811.11,0.283687,58.350408,1.1020
teufel-ebay,2018-08-05,70,3148.62,993.69,0.315595,44.980286,1.0571
teufel-ebay,2018-08-06,81,4532.99,1332.85,0.294033,55.962840,1.0370
teufel-ebay,2018-08-07,90,4777.34,1481.99,0.310212,53.081556,1.0444
teufel-ebay,2018-08-08,69,4619.39,1458.42,0.315717,66.947681,1.0580
teufel-ebay,2018-08-09,65,3950.15,1429.99,0.362009,60.771538,1.0923
teufel-ebay,2018-08-10,57,3588.25,1116.97,0.311285,62.951754,1.0877
teufel-ebay,2018-08-11,46,2049.47,661.24,0.322640,44.553696,1.0652
teufel-ebay,2018-08-12,59,2577.48,913.89,0.354567,43.686102,1.0847
teufel-ebay,2018-08-13,79,4286.86,1352.96,0.315606,54.264051,1.0506
teufel-ebay,2018-08-14,77,5420.95,1679.53,0.309822,70.401948,1.0519
teufel-ebay,2018-08-15,68,4312.88,1320.49,0.306174,63.424706,1.0441
teufel-ebay,2018-08-16,76,4730.51,1500.04,0.317099,62.243553,1.0395
teufel-ebay,2018-08-17,53,3252.84,1094.13,0.336361,61.374340,1.0755
teufel-ebay,2018-08-18,48,2312.05,692.59,0.299557,48.167708,1.0208
teufel-ebay,2018-08-19,66,3052.54,966.74,0.316700,46.250606,1.1061
teufel-ebay,2018-08-20,92,5815.16,1977.36,0.340035,63.208261,1.0870
teufel-ebay,2018-08-21,93,5708.35,1981.37,0.347100,61.380108,1.0753
teufel-ebay,2018-08-22,73,3815.06,1253.73,0.328627,52.261096,1.0548
teufel-ebay,2018-08-23,62,3376.13,1088.53,0.322419,54.453710,1.0323
teufel-ebay,2018-08-24,53,3005.09,854.92,0.284491,56.699811,1.0566
teufel-ebay,2018-08-25,38,2059.01,717.89,0.348658,54.184474,1.1053
teufel-ebay,2018-08-26,62,3825.43,1504.46,0.393279,61.700484,1.0806
teufel-ebay,2018-08-27,104,5540.77,1642.39,0.296419,53.276635,1.0577
teufel-ebay,2018-08-28,67,2903.95,941.98,0.324379,43.342537,1.0299
teufel-ebay,2018-08-29,68,3362.27,1030.95,0.306623,49.445147,1.0147
teufel-ebay,2018-08-30,57,3596.01,1116.65,0.310525,63.087895,1.0702
teufel-ebay,2018-08-31,59,3060.05,936.21,0.305946,51.865254,1.1017
teufel-ebay,2018-09-01,33,2050.90,644.68,0.314340,62.148485,1.0303
teufel-ebay,2018-09-02,64,4570.90,1759.22,0.384874,71.420313,1.0781
teufel-ebay,2018-09-03,87,5262.37,1511.77,0.287279,60.487011,1.0575
teufel-ebay,2018-09-04,64,3882.21,1222.39,0.314870,60.659531,1.0625
teufel-ebay,2018-09-05,77,5088.31,1412.74,0.277644,66.081948,1.0390
teufel-ebay,2018-09-06,49,3411.79,1059.69,0.310596,69.628367,1.0612
teufel-ebay,2018-09-07,49,2940.94,864.33,0.293896,60.019184,1.0816
teufel-ebay,2018-09-08,40,2393.40,866.36,0.361979,59.835000,1.1000
teufel-ebay,2018-09-09,61,2757.48,794.20,0.288017,45.204590,1.0328
teufel-ebay,2018-09-10,68,4559.93,1475.77,0.323639,67.057794,1.0882
teufel-ebay,2018-09-11,71,3773.47,1126.27,0.298471,53.147465,1.0423
teufel-ebay,2018-09-12,65,4488.77,1632.61,0.363710,69.058000,1.1231
teufel-ebay,2018-09-13,56,4669.42,1400.61,0.299954,83.382500,1.0714
teufel-ebay,2018-09-14,49,3108.15,872.22,0.280624,63.431633,1.0408
teufel-ebay,2018-09-15,46,3009.38,840.55,0.279310,65.421304,1.0870
teufel-ebay,2018-09-16,61,3171.87,968.18,0.305239,51.997869,1.0656
teufel-ebay,2018-09-17,66,3735.27,1017.46,0.272393,56.595000,1.0000
teufel-ebay,2018-09-18,75,3849.38,1310.20,0.340367,51.325067,1.0667
teufel-ebay,2018-09-19,73,3830.05,1063.53,0.277680,52.466438,1.0274
teufel-ebay,2018-09-20,63,3358.92,1008.65,0.300290,53.316190,1.0476
teufel-ebay,2018-09-21,60,4457.82,1437.77,0.322528,74.297000,1.0667
teufel-ebay,2018-09-22,34,1957.78,617.01,0.315158,57.581765,1.0294
teufel-ebay,2018-09-23,50,2919.28,1022.65,0.350309,58.385600,1.0800
teufel-ebay,2018-09-24,96,4989.30,1516.46,0.303942,51.971875,1.0208
teufel-ebay,2018-09-25,61,3262.58,1044.66,0.320194,53.484918,1.0492
teufel-ebay,2018-09-26,66,4298.82,1238.03,0.287993,65.133636,1.0758
teufel-ebay,2018-09-27,54,3231.04,856.35,0.265039,59.834074,1.0185
teufel-ebay,2018-09-28,45,3208.84,1076.09,0.335352,71.307556,1.1111
teufel-ebay,2018-09-29,57,3328.57,1048.80,0.315090,58.395965,1.0526
teufel-ebay,2018-09-30,77,4460.52,1606.23,0.360099,57.928831,1.0779
teufel-ebay,2018-10-01,99,4962.04,1654.31,0.333393,50.121616,1.0404
teufel-ebay,2018-10-02,69,4055.37,1150.10,0.283599,58.773478,1.0290
teufel-ebay,2018-10-03,81,4390.22,1329.36,0.302800,54.200247,1.0247
teufel-ebay,2018-10-04,100,6128.69,1769.37,0.288703,61.286900,1.0500
teufel-ebay,2018-10-05,90,6382.90,1838.15,0.287980,70.921111,1.0667
teufel-ebay,2018-10-06,67,4823.09,1234.08,0.255869,71.986418,1.0299
teufel-ebay,2018-10-07,89,6137.89,1907.30,0.310742,68.965056,1.1348
teufel-ebay,2018-10-08,132,10051.32,2721.84,0.270794,76.146364,1.0530
teufel-ebay,2018-10-09,126,10529.11,2768.98,0.262983,83.564365,1.0635
teufel-ebay,2018-10-10,102,8438.58,2079.27,0.246400,82.731176,1.0294
teufel-ebay,2018-10-11,88,7150.23,2078.66,0.290712,81.252614,1.0568
teufel-ebay,2018-10-12,89,6233.35,1617.58,0.259504,70.037640,1.0562
teufel-ebay,2018-10-13,59,4099.83,1066.23,0.260067,69.488644,1.0339
teufel-ebay,2018-10-14,81,5041.73,1683.36,0.333885,62.243580,1.0741
teufel-ebay,2018-10-15,117,9206.73,2679.26,0.291011,78.690000,1.0684
teufel-ebay,2018-10-16,107,8794.12,2472.92,0.281202,82.188037,1.0841
teufel-ebay,2018-10-17,98,8356.80,2908.41,0.348029,85.273469,1.1020
teufel-ebay,2018-10-18,87,6414.26,1782.03,0.277823,73.727126,1.0690
teufel-ebay,2018-10-19,75,5352.41,1512.29,0.282544,71.365467,1.0933
teufel-ebay,2018-10-20,75,4223.86,1480.31,0.350464,56.318133,1.0800
teufel-ebay,2018-10-21,88,5409.98,1376.17,0.254376,61.477045,1.0114
teufel-ebay,2018-10-22,107,7795.78,2247.86,0.288343,72.857757,1.0561
teufel-ebay,2018-10-23,115,8128.08,2129.76,0.262025,70.678957,1.0348
teufel-ebay,2018-10-24,103,6499.76,1991.48,0.306393,63.104466,1.0388
teufel-ebay,2018-10-25,82,5943.59,1642.56,0.276358,72.482805,1.0366
teufel-ebay,2018-10-26,58,4140.95,1054.12,0.254560,71.395690,1.0172
teufel-ebay,2018-10-27,56,4020.65,1032.78,0.256869,71.797321,1.0179
teufel-ebay,2018-10-28,82,5934.24,1989.84,0.335315,72.368780,1.1463
teufel-ebay,2018-10-29,100,7277.76,1853.82,0.254724,72.777600,1.0200
teufel-ebay,2018-10-30,103,8011.98,2216.67,0.276669,77.786214,1.0777
teufel-ebay,2018-10-31,84,5460.98,1651.60,0.302437,65.011667,1.0952
teufel-ebay,2018-11-01,82,5679.05,1865.85,0.328550,69.256707,1.0488
teufel-ebay,2018-11-02,72,5677.34,1932.62,0.340409,78.851944,1.0972
teufel-ebay,2018-11-03,56,4050.65,1398.49,0.345251,72.333036,1.0714
teufel-ebay,2018-11-04,94,6567.68,2258.34,0.343857,69.868936,1.0638
teufel-ebay,2018-11-05,51,5024.37,1697.21,0.337796,98.517059,1.0980
teufel-ebay,2018-11-06,59,4220.42,1484.48,0.351738,71.532542,1.0847
teufel-ebay,2018-11-07,71,2742.92,1159.79,0.422830,38.632676,1.0563
teufel-ebay,2018-11-08,88,4279.53,1954.84,0.456788,48.631023,1.0568
teufel-ebay,2018-11-09,54,1639.43,764.44,0.466284,30.359815,1.0556
teufel-ebay,2018-11-10,50,1724.23,716.93,0.415797,34.484600,1.0000
teufel-ebay,2018-11-11,81,3217.20,1518.56,0.472013,39.718519,1.0494
teufel-ebay,2018-11-12,81,3487.59,1698.14,0.486909,43.056667,1.0617
teufel-ebay,2018-11-13,67,2954.37,1271.50,0.430379,44.095075,1.1194
teufel-ebay,2018-11-14,90,3794.81,1776.88,0.468240,42.164556,1.0444
teufel-ebay,2018-11-15,59,2574.39,1214.81,0.471883,43.633729,1.0847
teufel-ebay,2018-11-16,67,2838.38,1186.71,0.418094,42.363881,1.0149
teufel-ebay,2018-11-17,48,1746.70,785.78,0.449865,36.389583,1.0625
teufel-ebay,2018-11-18,84,2871.47,1323.09,0.460771,34.184167,1.0595
teufel-ebay,2018-11-19,94,3142.17,1481.15,0.471378,33.427340,1.0426
teufel-ebay,2018-11-20,56,2701.81,1063.99,0.393806,48.246607,1.0000
teufel-ebay,2018-11-21,1,22.68,9.55,0.421076,22.680000,1.0000
teufel-daparto,2018-01-01,5,559.67,141.92,0.253578,111.934000,1.2000
teufel-daparto,2018-01-02,4,233.17,54.48,0.233649,58.292500,1.0000
teufel-daparto,2018-01-03,4,410.30,97.28,0.237095,102.575000,1.2500
